"","local_cloaking_0_15","local_cloaking_1_15","local_cloaking_2_15","local_cloaking_3_15","local_cloaking_4_15","local_cloaking_5_15","local_cloaking_6_15","local_cloaking_7_15","local_cloaking_8_15","local_cloaking_9_15","local_cloaking_10_15","local_cloaking_11_15","local_cloaking_12_15","local_cloaking_13_15","local_cloaking_14_15","local_cloaking_15_15","local_cloaking_16_15","local_cloaking_17_15","local_cloaking_18_15","local_cloaking_19_15","local_cloaking_20_15","local_cloaking_21_15","local_cloaking_22_15","local_cloaking_23_15","local_cloaking_24_15"
"1265",77,46,830,28,41,32,3,1,1,23,15,3,47,14,50,313,30,16,11,6,14,33,121,28,30
"1266",26,37,8,34,23,18,37,21,19,5,20,63,64,4,372,15,4,19,34,65,13,80,24,12,40
"1267",17,29,19,72,128,4,16,3,248,17,18,43,7,4,172,296,6,15,65,3,1,85,51,9,23
"1268",4,8,3,1,1,2,2,11,4,14,1,1,4,23,7,0,0,14,0,5,9,8,23,3,2
"1269",114,260,10,129,400,177,65,6,114,1,38,19,12,6,82,114,234,85,53,38,204,69,1,46,255
"1270",2,1,2,2,1,1,42,4,0,8,1,7,7,2,28,6,5,1,1,2,8,9,2,11,1
"1271",52,6,11,64,11,4,52,33,5,8,2,47,74,2,2,47,5,4,20,0,718,48,62,49,5
"1272",7,2,47,24,5,3,1,9,87,1,14,3,10,3,20,8,10,14,16,9,27,4,2,1,110
"1273",28,198,45,16,68,67,182,1,14,3,33,5,39,125,10,1,70,55,2,0,8,7,26,57,80
"1274",162,181,60,171,10,5,28,487,147,7,146,103,17,37,19,203,12,107,292,11,19,10,32,60,1
"1275",16,29,7,5,16,22,55,18,9,11,17,26,15,26,11,23,28,36,11,102,20,36,21,37,12
"1276",115,0,6,1,1,99,1,4,617,21,9,23,5,29,74,5,21,13,42,24,15,19,8,130,17
"1277",6,6,15,3,21,2,2,59,5,2,21,26,49,29,5,2,21,21,65,5,139,1,11,2,4
"1278",15,32,78,29,38,20,755,617,266,25,5,12,163,379,188,51,161,18,9,2,32,385,2,345,177
"1279",18,30,4,46,7,77,6,1,92,1,81,17,104,88,6,26,50,161,0,6,39,10,4,36,2
"1280",360,92,49,101,282,80,13,195,83,41,13,2,10,52,1,81,31,25,445,91,4,53,0,652,11
"1281",64,62,14,180,40,70,899,82,24,32,85,42,24,2,10,137,50,14,55,41,12,75,78,43,12
"1282",53,78,1,104,18,8,18,49,1,89,2,11,8,17,1,8,158,65,25,8,9,36,12,11,49
"1283",220,22,2,72,144,67,63,17,22,4,16,50,85,118,35,6,59,1,13,101,35,4,48,5,5
"1284",8,2,8,26,2,4,1,22,17,6,23,13,2,21,17,65,1,17,297,1,11,2,31,26,3
"1285",3,10,32,61,13,16,25,93,6,44,366,8,525,29,19,79,4,1,245,28,217,42,1,14,37
"1286",6,106,198,10,1,2,157,5,19,12,42,3,41,20,14,110,16,34,11,19,38,3,116,1,135
"1287",27,1,59,129,8,4,2,1,1,12,15,104,147,28,23,17,5,23,681,52,9,3,10,6,6
"1288",1,18,45,50,5,13,16,15,2,3,17,15,11,61,27,36,12,4,11,25,17,26,0,270,14
"1289",45,21,21,2,9,3,2,85,56,55,137,39,19,23,72,1,5,1,29,16,23,11,7,55,14
"1290",4,4,6,12,1,8,7,6,8,5,0,4,2,1,6,3,2,3,4,1,19,7,1,4,3
"1291",2,77,12,25,10,8,23,17,24,31,4,13,54,5,1,56,90,2,2,2,70,26,8,44,31
"1292",319,155,117,61,51,5,67,26,3,154,56,133,11,33,39,38,14,98,4,34,1,10,7,581,11
"1293",22,5,4,1,2,40,1,25,1,24,535,109,8,12,10,9,1,15,13,42,71,312,20,31,70
"1294",62,218,21,46,18,7,64,81,2,5,7,128,3,21,90,3,70,1,78,34,62,4,59,2,84
"1295",0,88,1,8,1,29,21,5,2,27,11,4,5,18,0,15,62,7,10,8,63,67,4,51,18
"1296",22,1,96,30,10,13,1,19,3,1,10,6,3,9,4,0,1,3,3,1,4,1,6,1,1
"1297",9,14,2,4,13,3,30,29,9,14,1,2,1,1,1,14,5,22,3,11,52,5,7,23,0
"1298",1,1,2,2,5,3,3,0,7,27,1,0,1,6,2,3,4,2,3,3,1,2,2,2,6
"1299",1,36,9,114,367,2,15,15,91,2,47,51,141,2,42,85,1,74,3,41,46,69,1,270,117
"1300",35,70,2,230,102,5,52,22,76,40,2,42,85,169,19,2,47,1,24,169,141,35,5,2,116
"1301",1,8,17,1,20,1,14,2,1,5,0,6,0,0,3,10,1,1,0,29,4,8,10,4,2
"1302",2,1,0,2,2,5,7,26,1,2,7,6,1,1,13,1,1,1,1,6,1,13,41,3,5
"1303",10,15,40,3,1,15,39,221,2,322,249,5,32,58,123,76,53,29,1,158,1,4,137,1,1
"1304",1,28,22,12,17,1,2,9,4,2,5,8,0,19,1,17,8,14,0,13,26,20,1,1,35
"1305",193,54,6,330,14,32,60,64,18,1,241,175,166,9,33,132,19,13,59,6,42,11,14,3,13
"1306",3,7,19,1,6,7,1,1,5,3,2,13,2,17,1,42,1,13,8,23,150,2,23,6,7
"1307",0,63,0,1,12,45,10,33,0,2,13,1,22,5,9,6,31,17,5,63,23,16,4,5,5
"1308",4,16,10,20,3,3,82,14,43,76,3,4,95,1,14,9,7,22,53,69,9,6,74,3,1
"1309",1,0,89,5,89,4,20,9,1,3,2,1,2,5,53,1,21,58,169,1,42,25,24,27,35
"1310",116,63,7,6,11,13,25,1,63,25,6,17,11,17,32,22,1,1,78,3,26,34,1,100,11
"1311",24,111,2,240,134,29,12,4,1,407,6,1,434,183,5,1,178,34,7,253,30,74,21,16,117
"1312",1,18,11,3,3,3,2,1,2,6,2,3,4,5,3,12,1,3,13,1,36,5,6,2,11
"1313",4,59,1,23,112,1,3,50,66,22,31,27,10,1,55,2,102,0,13,13,24,58,43,90,26
"1314",9,6,82,2,6,3,25,40,0,52,2,1,8,2,55,9,17,2,1,10,13,0,3,1,4
"1315",2,17,80,21,13,8,9,59,10,34,2,3,2,85,28,43,954,2,26,0,37,8,14,21,38
"1316",12,7,1,88,63,10,24,120,22,13,29,8,27,3,27,1,13,6,54,3,1,5,1,65,36
"1317",22,74,0,3,7,0,4,2,1,3,1,3,8,3,4,3,3,4,1,1,2,2,1,0,1
"1318",132,96,444,6,1,103,20,11,9,9,3,45,134,1,39,25,65,7,9,28,10,2,13,128,26
"1319",269,2,88,2,70,8,245,16,2,60,242,21,32,41,17,62,11,12,1,541,35,50,47,13,89
"1320",2,1,1,6,11,2,22,0,2,1,10,5,8,8,18,15,4,3,7,10,25,26,2,5,16
"1321",12,1,16,2,8,2,18,6,13,6,7,11,550,2,21,10,8,3,2,51,4,1,2,15,2
"1322",1,18,39,4,2,20,7,8,6,61,4,3,7,6,4,5,76,10,0,3,1,10,6,3,8
"1323",3,6,6,9,51,8,8,7,1,36,0,35,67,8,7,75,3,4,3,1,1,2,42,53,58
"1324",1,2,1,3,3,3,1,4,1,1,3,3,3,1,2,3,1,30,4,11,3,2,3,3,5
"1325",3,6,79,27,25,367,15,1,8,131,506,1,17,58,99,1,1,2,2,87,7,4,10,1371,52
"1326",1379,7,79,145,139,50,266,106,54,96,13,208,114,260,17,6,626,0,184,9,373,9,22,164,135
"1327",15,44,10,3,2,16,23,5,7,9,18,12,2,27,13,6,8,1,7,3,0,16,13,8,1
"1328",1,11,0,22,11,71,3,24,180,31,45,1,27,159,15,3,4,3,17,313,44,8,7,311,2
"1329",2,24,11,26,14,1,2,81,1,8,2,17,4,18,3,50,18,4,3,1,15,4,1,11,1
"1330",144,51,9,5,62,5,44,76,21,11,53,29,15,29,25,123,9,2,11,29,53,57,22,1,43
"1331",3,136,11,6,40,39,3,7,116,47,4,23,119,2,26,10,144,6,1,13,1,3,6,9,20
"1332",2,2,1,1,1,5,15,1,3,3,1,0,2,1,2,1,1,1,1,1,1,1,1,1,3
"1333",1,1,6,20,7,6,4,80,2,100,6,5,14,32,14,1,15,12,76,59,133,4,200,31,9
"1334",24,25,40,1,34,24,1,1,0,2,70,42,70,16,3,0,9,11,31,14,14,10,27,1,6
"1335",1,1,1,7,0,3,1,2,2,1,0,2,1,6,1,0,1,31,0,1,4,2,24,11,2
"1336",1,28,4,2,1,5,7,2,0,18,49,1,19,5,34,1,12,3,3,21,12,4,5,2,1
"1337",39,6,3,14,1,0,79,2,31,19,3,50,1,2,230,48,95,13,16,5,1,65,2,12,11
"1338",17,1093,23,355,173,57,50,3,47,90,62,75,2,13,60,45,8,27,143,28,49,441,64,16,48
"1339",40,20,28,1,69,15,5,1,5,8,14,4,22,36,16,8,1,14,14,67,26,13,14,4,6
"1340",1,3,1,24,6,7,378,51,18,136,9,4,20,3,21,327,233,3,1,3,15,6,1,0,1
"1341",20,30,5,26,2,4,0,26,14,4,9,3,54,114,39,12,4,31,1,4,225,53,4,26,16
"1342",24,31,161,4,6,165,155,43,130,28,148,51,10,337,82,179,151,329,2,46,420,385,322,232,3
"1343",1,1,2,1,12,21,5,1,1,1,23,1,1,1,1,27,1,0,0,1,1,1,3,1,60
"1344",13,3,0,12,165,4,61,33,17,165,8,1,260,2,24,7,3,10,15,73,38,1,1,0,33
"1345",1,1,2,22,9,20,17,4,26,7,1,3,18,18,60,3,1,47,377,7,5,3,14,22,14
"1346",37,1,184,23,0,12,20,93,39,237,10,30,18,75,33,51,65,19,41,14,173,101,12,0,1
"1347",3,9,113,179,48,38,10,22,52,10,196,8,23,25,57,60,21,1,3,31,33,2,135,5,12
"1348",53,2,6,1,1,26,22,2,20,1,0,6,6,7,7,1,31,37,9,10,1,5,8,10,19
"1349",5,1,17,92,9,18,4,13,15,14,0,29,72,71,2,14,79,2,1,50,17,29,8,531,13
"1350",1,0,9,14,12,20,2,6,20,17,17,5,13,2,14,0,1,2,8,5,14,6,11,6,2
"1351",13,75,18,2,92,46,42,1,1,14,10,1,2,37,17,4,4,9,8,1,4,3,8,2,16
"1352",4,48,179,56,45,204,18,2,26,24,1,726,419,4,1,1,74,286,6,1,2,82,5,229,31
"1353",7,9,51,6,41,2,1,4,13,26,1,19,7,58,2,58,3,38,2,5,91,1,1,40,1
"1354",2,4,9,124,62,28,13,19,10,5,3,471,39,1122,2,32,2,16,29,30,2,99,41,19,292
"1355",10,24,1,9,15,3,1,69,44,18,28,31,14,1,78,307,151,2,124,24,8,240,1,1,1
"1356",1,13,26,443,127,5,26,9,56,117,27,102,3,8,26,9,9,153,6,23,537,2,11,263,70
"1357",7,9,47,5,2,11,2,33,6,78,91,21,17,26,94,260,33,44,13,7,82,30,15,18,100
"1358",47,21,114,33,2,55,35,9,6,5,25,2,104,5,108,39,5,27,106,89,19,22,7,4,15
"1359",26,0,123,31,337,84,10,7,42,43,2,25,31,6,41,278,88,4,17,213,397,3,68,39,5
"1360",4,31,10,13,2,4,1,0,6,0,2,6,28,4,8,3,16,1,4,1,8,3,12,2,13
"1361",2,3,141,1,8,11,4,25,1,34,1,1,0,5,1,3,124,14,0,1,2,2,7,1,10
"1362",11,34,5,81,135,2,2,1,103,126,147,189,22,88,59,18,17,221,8,4,17,75,5,10,3
"1363",2,15,1,7,20,17,35,1,1,1,0,12,26,17,5,2,15,1,1,3,1,23,1,33,19
"1364",42,11,36,9,20,46,8,2,30,24,27,6,8,1,38,16,12,6,67,43,32,2,22,37,53
"1365",28,26,10,23,2,3,4,7,0,16,7,9,13,2,22,4,20,2,58,2,14,14,0,16,10
"1366",8,0,0,5,0,7,0,3,33,2,1,1,2,3,1,1,1,1,17,8,2,1,1,0,1
"1367",9,9,67,344,2,6,7,5,83,2,6,76,17,67,12,184,5,9,24,16,11,262,38,1,53
"1368",6,7,178,21,40,157,8,2,11,21,12,21,144,20,24,34,223,1,287,1,48,5,2,23,58
"1369",61,4,428,37,109,5,17,24,463,1,250,21,14,8,5,4,36,8,26,9,31,8,10,13,4
"1370",14,34,11,5,2,18,5,56,5,23,11,4,0,18,1,3,5,13,1,5,11,15,2,19,39
"1371",4,24,4,17,6,17,15,2,14,8,15,0,4,5,1,8,7,2,12,11,19,21,3,6,2
"1372",5,7,3,1,14,2,53,25,2,2,2,10,7,1,8,1,5,36,1,2,7,10,25,3,51
"1373",6,8,6,3,20,16,8,38,30,7,17,1,6,12,8,69,3,14,2,12,23,23,27,123,4
"1374",3,10,248,131,5,21,1,1,2,7,700,4,166,15,1,227,9,32,17,0,14,22,27,4,44
"1375",12,11,70,32,36,10,682,27,33,5,57,38,183,1,4,16,6,1,2,4,12,1,20,19,2
"1376",52,28,2,20,48,146,5,98,9,86,62,11,5,1,2,4,5,112,8,1,14,98,104,12,7
"1377",114,20,4,0,2,3,32,8,2,12,9,3,56,7,2,18,0,51,1,13,1,2,9,13,11
"1378",12,1,1,10,1,1,3,1,38,1,8,1,4,16,75,17,77,3,1,1,0,3,2,82,55
"1379",13,16,498,4,4,21,3,1,11,5,3,16,15,20,15,156,33,43,1,6,4,332,24,13,36
"1380",5,0,3,2,17,15,7,28,23,0,2,6,14,2078,1,1,4,4,13,31,6,6,56,459,18
"1381",125,3,23,4,18,10,12,22,21,43,20,22,7,100,9,10,19,14,11,34,24,20,9,33,99
"1382",2,2,1,23,36,18,4,5,5,6,1,3,2,4,11,4,29,1,4,8,2,1,0,2,17
"1383",192,56,127,14,25,83,68,73,64,28,71,27,126,12,17,11,12,18,3,24,17,156,132,70,6
"1384",18,81,14,110,13,13,11,8,29,58,38,15,39,6,4,9,13,13,35,9,8,37,26,48,13
"1385",212,5,77,47,100,5,27,46,124,45,23,101,274,368,46,109,10,136,1,59,6,62,10,7,16
"1386",26,75,107,3,9,220,175,194,17,15,16,2119,223,4,13,114,12,98,134,397,76,12,87,5,34
"1387",4,16,7,9,7,48,55,4,26,106,0,15,5,13,11,79,57,55,12,51,9,78,3,1,13
"1388",8,3,4,9,47,1,11,15,11,9,9,2,14,8,46,25,19,1,4,92,4,8,9,50,85
"1389",1,38,4,2,52,0,4,129,52,86,1,26,6,1,23,22,8,1,1,56,12,16,2,22,25
"1390",16,16,131,0,8,118,6,251,243,47,12,49,18,33,12,8,10,45,2,31,9,1,10,20,1
"1391",1,4,4,2,204,12,8,63,39,64,235,258,114,15,8,1761,357,84,50,12,2126,8,54,8,34
"1392",8,22,18,37,10,11,27,11,13,5,10,11,3,4,3,1,1,4,290,5,1,1,3,18,1
"1393",13,11,4,5,2,5,4,66,15,42,1,11,2,22,1,122,4,171,134,2,79,10,106,28,17
"1394",5,57,1,59,3,124,74,13,73,88,15,31,17,56,3,81,51,18,35,24,75,26,1,30,6
"1395",7,0,50,14,5,42,6,24,15,1,194,0,10,4,6,227,126,9,3,100,20,2,8,48,14
"1396",24,109,6,25,6,12,2,3,21,565,1,310,12,6,12,3,25,71,24,3,20,9,2,321,167
"1397",1,0,4,2,4,26,106,3,1,1,41,19,7,0,1,3,5,1,19,31,2,2,4,1,4
"1398",1,1,3,0,10,6,68,7,1,214,3,53,1,135,38,35,76,56,14,7,64,83,0,1,8
"1399",10,1,4,22,16,3,2,12,11,1,11,2,3,25,63,13,5,29,106,1,3,7,5,55,6
"1400",57,1,4,25,97,8,15,1,36,19,61,70,51,10,10,6,0,7,12,12,50,25,2,8,1
"1401",20,26,8,10,1,9,2,28,3,10,5,21,39,20,7,3,21,18,13,14,8,3,32,13,23
"1402",46,8,1,146,4,20,36,17,84,2,7,52,21,160,21,29,17,11,11,76,15,66,28,60,291
"1403",10,2,30,8,27,47,1,58,3,7,1,3,13,7,1,59,4,1,19,24,9,2,9,1,21
"1404",42,87,23,3,4,16,1,2,7,1,48,5,112,42,55,8,9,1,11,26,91,2,1,2,146
"1405",1,1,6,1,70,7,25,6,2,8,32,2,24,9,83,3,4,5,27,1,6,4,1,1,5
"1406",38,10,0,30,387,16,79,1,178,4,3,8,2,1,2,6,18,0,2,2,1,5,156,0,34
"1407",13,1,5,1,12,1,1,14,8,12,4,19,20,2,0,4,7,316,15,2,13,7,14,4,6
"1408",5,5,5,16,4,40,65,6,27,3,2,2,65,3,1,35,3,123,44,71,21,3,4,3,105
"1409",15,243,15,2,60,72,19,0,1,0,114,5,4,5,0,1,14,0,23,10,0,55,7,13,1
"1410",12,1,44,16,22,17,17,10,2,34,6,52,10,6,4,21,2,83,12,10,3,15,14,8,26
"1411",9,1,55,18,41,1,2,13,58,1,11,42,49,62,12,20,8,24,231,11,1,5,5,10,12
"1412",145,165,151,1,247,100,6,37,6,45,1084,3,58,114,7,166,659,19,456,116,51,6,0,14,726
"1413",43,18,6,4,20,1,43,134,92,5,18,67,51,37,14,9,32,0,55,45,92,12,21,4,22
"1414",1,32,6,13,200,20,57,15,11,1,8,32,3,16,0,26,27,87,28,38,8,2,24,38,5
"1415",38,1,1,19,13,30,24,1,2,60,145,2,15,24,46,56,29,16,255,17,11,21,8,13,9
"1416",11,5,19,1,0,2,5,5,17,1,18,29,2,26,7,114,15,3,7,9,10,9,6,1,2
"1417",2,5,14,4,2,6,16,277,160,187,4,11,2,39,0,1,18,25,9,3,6,224,17,9,7
"1418",17,5,25,3,1,0,7,1,0,0,1,20,88,5,64,9,21,3,7,69,13,19,4,1,1
"1419",27,10,50,2,7,9,49,1,12,3,2,27,2,3,22,29,17,57,8,87,30,52,30,8,12
"1420",1,8,2,12,49,2,1,1,6,1,7,24,3,1,5,2,12,8,1,1,6,4,1,8,2
"1421",38,13,3,12,2,16,16,22,10,6,3,0,512,1,7,3,1,5,21,172,53,29,1,113,41
"1422",19,15,24,52,10,11,18,1482,1,54,5,28,87,5,102,1,1,25,17,5,106,5,206,243,97
"1423",18,16,3,17,70,4,0,1,178,502,16,116,11,20,12,14,20,105,7,10,24,2,43,25,4
"1424",9,190,9,40,8,32,43,43,50,17,3,6,4,4,18,42,8,4,2,22,37,13,3,17,50
"1425",85,2,2,80,74,4,11,16,26,78,10,2,10,73,1,54,7,17,22,8,8,8,116,5,60
"1426",3,5,1,5,1,3,161,6,91,4,25,5,4,1,2,0,2,7,2,0,5,20,1,1,1
"1427",342,83,41,43,261,29,14,46,44,39,107,6,452,47,1,13,321,54,183,3,17,324,424,189,275
"1428",95,2,13,136,8,2,3,1,0,11,1,15,10,108,3,6,34,15,18,129,0,1,24,1,16
"1429",239,2,2,25,3,19,29,71,195,36,18,28,73,91,278,51,10,221,39,15,3,14,0,2,1
"1430",7,6,3,136,79,7,2,9,9,12,4,0,3,8,2,114,66,90,7,45,11,38,52,6,1
"1431",20,8,12,5,6,9,18,13,10,7,10,1,4,4,35,16,37,1,28,0,42,11,1,2,0
"1432",92,173,179,9,1,303,125,16,200,53,112,215,166,9,29,112,27,10,8,19,1,33,16,244,69
"1433",28,52,111,7,69,6,4,215,399,447,7,28,162,24,6,4,2,42,22,115,22,9,6,9,191
"1434",1,7,7,3,22,4,22,59,16,10,188,5,7,161,3,7,5,54,3,2,7,25,31,28,114
"1435",44,91,3,7,0,27,9,3,1,2,4,4,56,14,21,2,5,13,1,1,1,2,7,17,1
"1436",33,3,8,0,4,0,2,0,1,1,2,4,5,4,15,2,6,8,0,3,3,1,10,12,17
"1437",336,9,14,111,24,9,32,248,11,12,39,25,32,7,58,1,389,28,15,1,30,7,270,28,74
"1438",16,46,34,1,9,5,11,9,5,11,11,1,2,0,18,11,4,42,10,4,23,5,2,12,15
"1439",11,6,1,59,1,1,4,4,18,8,7,27,36,6,41,22,3,157,5,7,14,5,7,2,2
"1440",1,29,12,16,7,17,10,4,36,3,3,2,15,9,1,9,9,0,21,10,1,13,8,56,2
"1441",9,8,21,2,0,60,2,18,2,12,19,1,3,6,1,5,3,71,5,1,9,1,4,14,4
"1442",11,281,120,265,73,62,64,331,2,70,6,62,7,45,3,0,25,111,1,109,0,4,19,0,87
"1443",1,6,427,1,17,13,5,40,17,4,4,46,5,462,3,1,18,10,126,25,25,21,468,7,8
"1444",66,1,3,18,50,59,71,19,4,71,41,62,80,10,41,10,25,206,43,58,33,71,111,84,20
"1445",34,107,3,83,26,31,33,92,44,167,15,66,10,61,23,64,24,239,4,109,2,1,12,23,81
"1446",4,3,2,4,5,1,1,2,3,7,23,2,1,1,3,4,1,1,1,3,1,1,2,2,2
"1447",3,2,10,594,6,23,26,4,231,1,46,18,25,128,4,92,4,176,10,9,14,4,13,12,45
"1448",10,345,1,121,3,16,276,30,16,35,121,76,28,0,2,121,56,41,22,65,2,176,2,6,59
"1449",8,19,13,21,13,11,1,1,3,45,3,19,1,9,1,19,0,6,3,11,1,2,2,4,2
"1450",85,5,6,3,3,7,29,35,16,22,175,20,18,3,83,115,165,19,2,4,218,157,687,71,25
"1451",11,64,15,4,137,8,51,47,8,15,33,36,2,67,9,80,147,25,76,19,5,11,2,183,263
"1452",121,0,32,281,74,2,257,13,15,2,51,44,330,67,50,2,1,4,140,28,22,136,78,31,2
"1453",202,4,402,56,315,30,209,314,73,1985,259,212,109,59,58,24,13,38,128,52,29,162,187,4,15
"1454",122,78,24,325,5,2,26,8,22,17,13,8,2,8,15,99,5,1,35,46,6,0,3,7,8
"1455",6,1,5,52,128,8,7,7,27,33,1,20,28,17,37,61,33,11,3,3,167,42,4,311,1
"1456",13,14,2,23,7,6,3,2,1,13,7,2,24,1,112,1,3,14,22,4,11,1,11,2,50
"1457",77,30,44,26,6,18,0,16,1,15,36,31,10,42,4,18,60,1,22,22,31,4,75,9,17
"1458",19,0,22,16,17,6,26,12,15,2,6,4,4,13,2,1,56,21,56,22,5,21,11,17,7
"1459",6,14,14,17,6,32,2,7,19,4,285,141,1,58,1,29,3,15,90,68,8,104,10,15,949
"1460",8,9,62,3,7,13,60,432,0,7,38,49,9,30,38,37,4,261,19,78,32,64,62,9,4
"1461",6,6,2,9,37,5,15,17,56,19,17,59,2,4,16,15,3,5,97,1,76,1,6,14,60
"1462",36,37,7,81,32,2,81,53,365,41,20,780,5,23,217,78,79,97,8,75,24,13,9,42,6
"1463",1,2,1,5,2,3,0,1,47,17,12,0,12,24,2,1,16,17,1,52,1,4,1,3,0
"1464",7,13,7,21,98,7,355,6,163,18,31,24,4,20,25,13,7,57,148,1,31,24,15,20,41
"1465",61,12,8,35,1,13,335,3,7,7,20,156,13,264,9,13,99,49,2,63,4,13,7,8,107
"1466",17,538,142,891,10,61,143,64,398,3,1,53,29,10,59,27,35,20,17,1585,22,16,6,500,134
"1467",81,1,13,6,207,2,1,3,15,18,20,4,2,130,110,8,262,16,31,59,5,3,28,10,0
"1468",13,3,1,47,2,1,32,46,5,14,9,205,131,12,32,2,43,14,22,20,4,11,4,10,44
"1469",30,72,16,19,11,39,28,42,3,6,4,24,28,34,11,3,5,37,12,18,5,10,23,17,33
"1470",1,0,5,2,50,5,1,1,12,1,13,48,1,2,9,3,6,2,9,6,26,0,1,6,5
"1471",32,2,9,84,4,1,6,15,8,68,4,2,15,5,6,3,9,16,11,2,8,15,2,5,18
"1472",29,46,2,5,9,94,6,36,30,7,5,2,33,1,3,109,19,33,16,7,5,13,38,3,19
"1473",0,12,1,19,4,3,1,1,5,2,2,3,8,13,1,4,22,42,9,4,10,2,1,7,1
"1474",25,115,78,13,47,122,1,63,15,6,299,1,48,74,19,2,11,22,26,12,11,10,23,1,11
"1475",60,84,110,35,361,1,188,99,2,35,2,29,212,51,194,16,30,12,34,18,50,2,13,125,43
"1476",8,1,29,14,3,5,15,2,41,1,1,1,1,526,6,1,112,26,54,164,37,11,1,5,3
"1477",49,6,9,164,38,4,27,26,15,2,16,2,70,30,33,38,530,60,10,34,18,2,78,22,58
"1478",10,6,93,65,182,97,15,57,39,46,5,53,12,17,50,21,258,115,89,47,113,54,152,253,12
"1479",11,42,43,65,25,3,50,3,13,18,106,136,46,1,26,53,25,0,69,22,4,75,77,14,7
"1480",2,2,1,2,5,5,6,3,5,0,5,1,7,18,0,2,17,1,3,1,0,1,1,4,9
"1481",14,44,1,2,100,28,16,2,85,160,44,32,8,5,6,355,132,77,18,77,1,91,20,29,287
"1482",10,4,19,1,1,4,1,2,16,1,1,1,1,2,1,5,1,5,1,2,1,0,16,3,13
"1483",44,48,10,9,142,44,32,68,28,27,130,22,4,47,0,49,1,8,11,1,3,34,75,1,27
"1484",23,37,67,1,1,33,25,3,7,3,7,148,51,8,2,19,231,22,3,1,2,13,98,13,10
"1485",1,47,3,3,26,30,2,15,3,3,10,0,20,18,7,51,21,12,4,4,17,23,24,4,9
"1486",176,0,127,78,60,5,44,40,66,113,5,47,64,85,57,5,3,91,9,1,0,123,2,25,7
"1487",78,101,34,29,10,1,3,3,8,168,22,7,2,10,5,28,10,25,9,19,1,352,35,6,64
"1488",19,48,21,8,18,72,67,55,43,12,18,5,390,183,14,16,136,227,18,36,2,9,75,18,68
"1489",65,101,42,3,18,5,7,18,7,111,5,165,21,40,21,180,56,197,14,29,28,37,22,22,39
"1490",20,3,76,5,32,1,5,20,4,3,17,275,19,38,21,3,8,1,46,230,8,10,140,1,707
"1491",8,4,65,3,19,2,2,12,10,31,10,28,1,19,12,4,44,27,13,1,3,16,14,5,8
"1492",3,9,14,21,1,8,5,9,2,3,12,8,3,9,5,18,0,6,17,1,5,6,4,14,38
"1493",7,15,0,77,4,84,89,7,9,107,68,15,36,9,68,93,53,100,40,8,6,4,5,117,108
"1494",6,3,2,1,12,4,16,35,8,3,6,3,31,1,2,2,2,1,14,9,6,1,30,34,10
"1495",168,67,72,79,464,49,138,5,5,7,102,62,31,40,2,1,4,440,4,3,94,81,127,195,10
"1496",20,24,3,22,24,1,2,67,10,2,7,8,65,20,10,51,13,3,9,2,17,1,9,2,15
"1497",2,35,27,12,3,35,4,1,111,1,4,3,4,1,6,3,3,28,30,5,7,6,2,2,1
"1498",2,7,11,5,1,2,38,2,5,0,2,2,0,4,4,3,2,2,3,4,1,2,2,13,1
"1499",3,21,28,13,1,46,5,47,6,18,13,22,3,37,25,48,3,15,0,11,85,52,37,99,5
"1500",23,51,4,10,3,25,41,13,1,11,400,5,1,158,19,1,9,351,17,5,9,10,4,27,16
"1501",69,31,23,266,15,1,1,2,268,313,58,4,1,18,26,32,18,221,10,258,7,6,5,481,121
"1502",201,1,6,16,90,159,0,68,60,2,17,4,70,3,144,4,38,91,16,2,43,43,19,16,71
"1503",107,46,57,608,21,87,9,21,71,101,7,8,22,149,46,176,123,161,22,53,150,118,18,16,768
"1504",40,14,15,6,1,2,1,24,232,12,1,62,11,11,6,7,15,8,4,25,40,4,10,0,10
"1505",2,11,4,192,5,97,16,127,162,564,27,2,3,21,1,2,14,8,26,363,4,218,1,22,75
"1506",4,1,1,2,10,4,22,9,11,1,18,10,35,21,72,25,139,11,15,18,1,1,5,8,23
"1507",7,4,4,10,12,9,14,24,8,1,8,40,1,112,4,10,1,1,165,174,1,282,16,73,2
"1508",35,3,33,104,0,4,69,7,38,84,5,82,101,17,74,18,5,16,1,4,16,102,30,6,146
"1509",273,27,97,271,190,74,162,65,6,371,40,278,135,105,164,174,271,88,11,33,285,23,93,59,30
"1510",126,399,17,26,21,5,5,149,1,18,63,79,6,224,41,1,28,37,18,5,24,7,9,30,32
"1511",78,0,22,2,1,3,4,10,15,22,11,14,35,12,29,10,9,99,65,11,125,4,169,7,2
"1512",4,9,151,2,36,2,14,1,24,37,6,13,32,25,21,78,1,2,0,69,5,9,78,21,9
"1513",46,47,228,1,7,10,440,1,17,58,33,2,198,59,38,23,50,11,4,25,41,6,13,28,17
"1514",141,10,7,9,258,104,1,19,35,7,294,12,17,2,83,2,11,3,9,1,3,3,76,11,53
"1515",8,14,20,2,2,1,25,9,3,2,66,65,8,134,12,2,1,30,8,3,1,9,114,3,4
"1516",1,95,150,13,11,19,85,2,9,1,59,41,5,9,5,25,16,10,8,12,42,33,27,40,29
"1517",9,65,16,1,39,44,33,278,57,1,15,81,0,58,69,15,8,88,2,19,35,2,52,41,19
