"","local_cloaking_0_15","local_cloaking_1_15","local_cloaking_2_15","local_cloaking_3_15","local_cloaking_4_15","local_cloaking_5_15","local_cloaking_6_15","local_cloaking_7_15","local_cloaking_8_15","local_cloaking_9_15","local_cloaking_10_15","local_cloaking_11_15","local_cloaking_12_15","local_cloaking_13_15","local_cloaking_14_15","local_cloaking_15_15","local_cloaking_16_15","local_cloaking_17_15","local_cloaking_18_15","local_cloaking_19_15","local_cloaking_20_15","local_cloaking_21_15","local_cloaking_22_15","local_cloaking_23_15","local_cloaking_24_15"
"496",18,1,1,5,2,28,78,446,87,8,13,2,263,1,17,5,2,1,1,13,1,14,5,31,2
"497",23,36,27,5,12,302,428,105,15,48,2,208,168,26,120,10,27,178,84,105,15,4,25,202,0
"498",51,30,23,10,42,8,36,48,67,5,31,16,47,31,56,14,38,94,22,11,4,3,1,12,16
"499",23,40,6,2,4,8,14,8,0,12,22,14,40,19,2,23,4,51,4,5,71,120,1,6,25
"500",3,3,18,2,0,7,2,53,31,1,1,8,1,1,1,1,2,0,1,5,25,23,2,3,2
"501",41,34,46,18,5,9,7,7,14,41,29,21,24,73,33,2,3,11,1,1,4,106,1,41,10
"502",52,1,141,36,273,51,46,87,1,14,4,278,274,23,17,98,16,86,150,213,181,21,149,36,289
"503",1,2,7,40,17,6,5,11,5,11,1,36,14,1,2,5,16,3,1,4,3,3,2,6,1
"504",25,10,5,78,70,323,58,103,1,89,18,75,13,13,4,12,12,8,187,1,215,440,59,15,1
"505",2,4,4,9,0,67,24,5,8,15,26,2,1,4,35,7,15,107,4,1,10,0,8,2,2
"506",155,124,17,72,418,3,147,48,6,30,64,119,10,27,12,7,12,77,50,168,55,218,108,14,131
"507",42,26,2,11,43,3,187,1,1,26,2,1,14,2,1,1,21,37,1,53,3,223,0,5,3
"508",1,3,11,6,2,13,0,1,5,8,1,36,2,560,3,7,63,9,10,27,42,100,1,40,15
"509",20,228,45,127,33,9,25,8,21,23,110,46,150,25,4,189,321,33,15,12,8,8,377,8,1
"510",2,14,18,21,20,2,20,11,11,59,124,261,26,6,7,167,10,10,31,191,86,5,208,19,91
"511",5,264,139,14,78,1,13,1,1,25,23,1,9,1,26,1,9,44,22,24,10,22,10,1,2
"512",585,17,4,1,189,69,0,94,847,3,47,55,17,7,23,50,5,150,327,67,14,183,343,3,179
"513",2,13,11,1,1,44,30,51,2,8,111,1,7,90,14,9,91,33,14,71,60,6,46,19,95
"514",11,17,2,20,8,3,5,37,7,20,6,12,2,6,37,1549,4,1,3,26,2,18,0,19,8
"515",40,35,11,1,34,1,1,10,1,5,50,2,45,81,9,33,9,50,3,26,25,1,21,30,14
"516",21,1,5,67,58,2,159,0,57,25,19,3,7,65,3,7,28,46,80,1,107,18,9,30,23
"517",2,42,54,8,13,0,75,184,22,16,22,19,21,13,13,20,2,9,2,2,29,1,100,2,93
"518",82,182,107,182,10,15,35,179,33,424,11,59,152,32,23,77,5,268,66,241,222,11,46,2,164
"519",17,1,1,0,44,17,1,43,51,1,1,0,25,97,1,18,0,4,42,6,3,3,5,1,1
"520",1,204,18,37,66,259,134,69,8,67,14,35,21,8,4,17,8,28,6,99,10,28,1,25,55
"521",0,1,2,13,5,1,11,5,1,28,2,2,2,1,1,1,0,1,3,14,3,1,7,9,2
"522",49,37,19,122,76,26,301,356,2,3,116,336,2,25,75,20,55,777,848,64,63,355,56,253,107
"523",73,43,127,130,134,2,35,607,285,0,143,3,54,20,40,77,33,147,193,3,151,52,46,3,8
"524",353,33,36,67,5,8,51,9,14,159,66,30,2,248,180,162,19,378,393,122,36,123,289,0,6
"525",7,29,3,20,6,3,22,1,0,27,2,8,20,3,4,10,4,3,1,23,1,15,18,23,1
"526",2,3,7,2,15,11,30,18,6,27,1,3,3,25,3,11,6,11,19,7,2,28,8,0,1
"527",13,9,6,4,8,7,20,12,3,11,39,21,0,1,73,1,5,4,2,6,0,21,4,128,27
"528",19,19,1,124,33,78,96,67,2,10,120,112,116,7,54,215,254,61,14,96,92,1,18,11,2
"529",29,32,0,64,1,8,19,8,16,1,0,14,83,17,11,1,4,3,10,15,2,137,265,0,5
"530",25,2,4,108,0,62,39,3,14,2,6,2,34,4,11,8,13,6,9,19,45,2,26,40,2
"531",34,140,7,767,58,84,12,12,193,45,168,1,62,171,30,27,89,90,19,503,155,85,239,17,14
"532",9,2,1,1,54,6,29,1,3,1,51,15,10,4,1,1,6,2,8,6,16,52,8,16,6
"533",1,287,1,403,65,1,4,2,324,5,8,0,73,12,69,455,11,27,115,54,7,26,9,79,37
"534",15,53,5,16,101,15,2,2,1,5,85,17,21,30,1,14,1,58,7,2,32,3,6,4,33
"535",16,5,53,14,13,3,9,16,36,4,21,29,94,17,13,36,1,13,12,5,4,408,34,19,12
"536",76,9,34,24,17,115,67,4,7,19,5,12,55,19,1,14,16,50,5,8,9,2,7,120,14
"537",0,6,13,13,2,14,4,1,44,1,21,2,7,6,44,14,7,1,33,2,14,4,24,21,6
"538",1,29,34,265,10,10,4,32,8,7,8,26,6,3,10,2,20,2,66,72,55,191,63,12,10
"539",114,15,32,0,86,93,39,33,15,13,41,160,0,6,3,3,37,1,36,21,23,10,6,7,71
"540",2,1,3,72,12,1,4,5,6,3,3,4,4,12,7,54,1,1,1,2,20,5,8,1,12
"541",17,154,61,104,38,36,86,17,20,183,3,4,33,28,110,5,123,419,570,40,16,10,124,26,151
"542",178,183,211,53,2,313,4,22,9,8,11,77,55,9,14,197,7,4,26,36,12,56,16,11,21
"543",148,13,16,35,17,25,50,85,4,26,8,8,13,4,12,96,53,47,18,55,13,2,265,89,22
"544",34,212,15,266,127,116,24,435,338,21,456,4,341,290,347,2,54,17,429,346,50,138,21,162,133
"545",4,3,19,90,15,20,3,6,13,1,3,2,0,4,2,2,12,0,4,3,6,10,19,0,18
"546",7,13,42,16,28,15,8,9,8,30,63,4,19,84,3,92,4,3,109,21,2,47,1,205,74
"547",2,5,1,19,12,1,3,1,11,1,2,8,10,12,6,0,7,10,27,0,19,1,3,8,4
"548",110,54,55,87,28,41,61,35,40,58,1,54,1,221,146,87,8,70,38,60,38,45,71,1,55
"549",22,76,13,17,48,135,197,15,31,4,3,40,10,32,16,26,14,1,7,19,119,165,7,8,16
"550",37,52,1,3,22,20,21,2,30,33,62,34,27,6,23,76,34,3,31,37,20,1,9,80,2
"551",3,3,2,110,53,10,15,7,4,27,3,4,2,3,29,22,14,8,8,22,16,3,10,0,2
"552",22,11,5,2092,22,17,136,43,19,2,17,5,6,39,21,26,14,1,1,6,7,348,100,11,63
"553",2,3,5,31,5,4,5,5,10,1,12,8,2,40,31,52,63,11,28,18,13,3,3,3,7
"554",21,35,18,2,1,42,14,1,9,49,6,35,15,2,23,6,26,14,0,10,3,6,5,0,13
"555",4,213,19,12,19,2,43,8,5,8,9,3,40,25,278,8,55,9,4,56,21,279,45,46,27
"556",1,8,104,1,31,1,1,24,1,2,2,6,15,6,1,36,1,10,7,11,1,0,1,2,26
"557",2,39,3,24,117,3,57,55,1,26,69,3,2,10,87,6,14,9,7,70,4,75,106,15,141
"558",14,36,15,42,7,8,21,31,6,0,23,21,25,14,0,57,64,4,35,150,18,3,5,34,66
"559",10,14,5,18,3,9,170,6,11,6,13,9,135,157,51,3,52,3,54,1,3,18,12,32,5
"560",32,17,2,16,12,6,19,35,12,8,21,14,21,52,26,4,14,26,15,28,53,3,27,11,41
"561",44,37,2,1,12,30,3,2,24,5,2,4,1,12,27,17,4,4,11,17,22,12,10,0,18
"562",214,21,59,3,29,9,159,2,108,45,32,29,8,3,18,39,56,120,43,54,1,0,477,324,11
"563",77,16,7,67,30,102,15,6,7,118,742,3,40,8,27,45,16,2,1,19,1,5,3,7,33
"564",22,13,17,15,32,4,3,6,9,5,8,4,0,14,10,17,19,9,13,34,1,1,15,30,11
"565",76,282,454,338,1674,168,302,323,520,189,271,420,90,310,219,380,16,38,253,148,306,296,472,81,133
"566",2,94,201,13,24,81,18,9,33,234,18,17,148,32,31,480,60,74,3,27,4,33,10,107,50
"567",3,4,34,16,8,11,12,14,23,5,40,57,2,1,1,64,5,48,41,17,17,20,19,9,42
"568",24,1,29,17,6,67,47,9,26,2,117,29,4,30,1,9,4,3,13,23,6,14,110,19,7
"569",33,423,22,30,21,135,38,105,319,4,40,2,37,257,55,29,275,0,201,59,0,101,15,62,1775
"570",1,7,1,1,40,3,1,4,1,3,85,1,4,20,5,1,2,2,2,11,2,3,1,2,5
"571",12,10,4,5,7,4,5,22,3,2,2,10,3,1,5,4,2,9,2,2,7,3,12,12,1
"572",24,81,11,4,1,4,23,3,58,12,27,20,26,13,64,3,7,23,23,0,47,3,16,21,3
"573",14,12,28,13,30,70,0,24,32,1,23,3,2,5,8,41,6,3,23,3,631,10,3,29,38
"574",224,1,1,25,7,68,5,31,1,1,24,39,3,10,9,24,4,19,3,9,2,32,1,2,5
"575",14,12,22,7,4,4,3,28,31,10,5,71,18,58,4,0,4,6,4,15,5,7,5,102,44
"576",130,23,87,31,39,11,64,21,133,13,162,90,11,429,4,56,15,21,5,42,622,41,3,66,36
"577",5,2,5,4,13,4,11,1,5,10,10,1,2,2,4,1,5,2,18,1,5,16,1,188,26
"578",61,47,121,74,0,100,27,43,6,13,90,1,6,9,1,2,16,1,17,359,10,107,18,27,23
"579",43,0,2,1,4,13,2,6,16,1,22,1,97,1,50,53,2,3,14,45,14,3,9,16,1
"580",2,21,51,26,133,12,32,39,122,35,20,7,268,7,103,12,66,7,11,32,1,2,5,3,1
"581",6,6,5,2,7,7,1,1,136,0,1,5,10,3,0,10,0,1,15,4,3,2,1,11,1
"582",36,47,7,22,370,7,64,332,21,359,103,205,3,285,3,58,3,7,4,13,211,7,36,439,23
"583",40,3,3,39,74,92,3,2,29,16,696,11,36,13,83,22,12,4,64,16,1058,145,160,1,79
"584",72,3,48,26,251,27,2,15,21,59,0,3,32,16,2,4,107,14,134,26,6,32,68,5,9
"585",576,106,30,24,112,24,37,11,19,224,51,72,139,23,17,75,581,7,152,66,173,35,41,47,27
"586",281,33,60,20,56,59,109,55,6,40,4,1,30,73,85,42,28,32,212,2,49,148,9,21,71
"587",2,8,1,3,3,3,28,4,8,52,17,2,26,15,1,28,5,5,5,3,21,24,6,12,11
"588",1,22,44,29,13,6,35,27,7,12,86,16,4,3,39,12,1,35,34,70,47,35,2,3,9
"589",1,26,23,2,66,5,10,10,37,4,2,12,19,28,20,14,6,8,4,7,18,9,3,1,4
"590",110,21,22,6,12,4,15,26,4,11,71,1,1,1,11,0,7,7,8,73,2,57,5,5,3
"591",22,11,54,83,1,9,1081,5,5,70,26,40,48,82,4,13,26,38,7,6,36,24,10,1,0
"592",61,2,17,17,1,20,18,1,34,4,17,6,21,39,28,14,12,22,101,5,34,120,170,138,34
"593",26,4,3,12,0,12,7,4,5,4,0,1,28,2,9,8,2,3,4,88,27,10,18,7,2
"594",5,2,25,25,3,12,6,44,11,37,9,20,25,36,1,23,54,116,5,0,19,9,6,31,40
"595",26,71,12,2,2,70,10,134,4,6,781,106,81,55,97,55,2,50,9,104,92,17,13,8,1
"596",260,2,249,3,1,1,38,7,12,54,85,32,2,180,41,33,58,305,155,6,2,42,16,18,155
"597",10,3,21,774,1,28,15,3,6,4,94,15,44,43,5,109,102,4,16,31,59,89,6,61,61
"598",1,14,0,1,5,13,9,18,12,24,1,6,8,1,0,32,6,1,2,2,46,11,2,23,0
"599",12,193,15,173,7,8,10,4,2,60,69,155,73,9,22,38,30,22,6,105,27,3,77,222,117
"600",5,2,6,3,8,1,2,9,12,8,1,147,2,3,21,0,5,33,1,1,0,1,13,5,132
"601",479,228,26,70,0,0,1,72,30,36,4,81,454,528,8,57,2,146,9,31,12,63,1,6,207
"602",2,3,1,14,1,44,82,5,2,78,0,7,9,1,6,71,59,51,1,1,5,5,51,1,7
"603",24,9,1,1,3,2,2,3,648,4,15,23,40,1,51,9,3,5,0,4,8,13,2,4,1
"604",1,7,1,2,3,0,77,2,11,19,4,4,8,4,52,10,2,1,9,3,0,5,4,11,40
"605",1,152,0,1,3,17,32,1,0,2,26,5,4,0,2,4,9,0,18,4,133,23,14,0,0
"606",9,10,10,1,7,5,20,62,8,5,4,2,1,2,51,31,1,1,2,3,5,147,90,2,1
"607",8,5,3,0,25,16,14,14,3,2,42,49,83,9,1,9,18,31,0,1,13,2,3,27,2
"608",2,2,0,0,5,1,3,1,1,1,2,24,2,59,1,10,11,3,2,4,1,7,1,1,9
"609",7,29,179,3,2,0,5,62,6,2,6,18,4,6,39,138,3,72,15,9,5,8,10,3,15
"610",1,1,72,9,0,4,1,1,1,0,25,8,1,1,2,2,3,19,1,6,0,16,2,4,3
"611",113,27,2,6,48,2,99,22,87,10,41,218,230,12,327,1,116,59,81,62,77,38,81,140,10
"612",7,2,3,3,5,6,41,24,14,5,24,16,13,4,5,2,30,5,8,28,17,49,20,9,6
"613",38,39,2,99,49,110,1,6,1,44,354,28,21,5,134,37,184,1,10,22,5,1,8,92,3
"614",17,3,13,6,17,18,48,13,14,34,7,60,20,32,7,3,1,1,2,2,63,16,16,24,14
"615",1,1,12,1,8,1,13,7,1,4,10,3,18,1,3,3,16,0,18,0,1,2,8,6,4
"616",4,191,29,5,7,113,59,2,26,19,11,1,10,29,8,5,1,21,92,7,6,16,35,23,4
"617",22,59,0,1,0,1,1,1,14,13,271,47,702,6,2,18,11,1,8,51,412,13,10,5,4
"618",24,119,1020,1,47,37,58,75,3,120,63,1,193,42,65,25,35,0,2036,4,23,4,31,22,75
"619",11,1,40,23,1,22,49,41,27,4,934,12,23,0,7,8,9,2,40,35,1,2,13,2,2
"620",9,29,46,228,43,6,20,7,2,62,210,0,77,6,44,1,20,35,1,2,18,12,62,24,3
"621",5,2,10,90,5,12,4,27,12,5,153,13,17,1,52,4,1,22,5,4,2,22,3,3,10
"622",4,18,58,2,14,45,26,20,37,36,5,16,14,13,46,5,38,76,1415,54,31,1,31,9,7
"623",293,855,85,52,16,242,10,272,199,2,36,156,2,35,174,610,26,284,5,157,61,253,149,63,38
"624",44,1,93,68,33,50,63,65,13,10,2,25,33,636,19,35,640,5,37,60,2,27,2,0,211
"625",57,14,5,62,1,31,17,3,1,11,3,5,6,33,11,10,9,38,7,6,10,5,1,4,24
"626",37,4,49,38,1,28,25,4,4,1,8,1,1,1,49,32,75,8,2,86,2,2,3,1,16
"627",213,1,32,9,1,18,3,2,77,10,90,23,9,12,12,5,60,7,2,21,5,19,24,1,20
"628",52,15,17,26,54,22,744,105,121,11,151,73,181,30,4,280,141,10,0,92,340,3,1,195,5
"629",54,17,314,33,186,174,3,46,1,37,84,283,19,12,137,205,25,24,25,59,249,269,227,10,25
"630",5,2,4,50,5,9,3,9,8,2,128,31,4,3,45,14,86,15,20,11,246,123,16,22,1
"631",9,12,3,2,179,3,32,10,1,57,5,33,53,2,4,15,25,1,31,1,6,6,42,12,7
"632",1,4,10,15,20,7,22,23,4,4,31,6,1,36,1,22,4,22,24,27,9,3,2,20,48
"633",136,29,94,36,78,1,6,19,94,1,14,26,3,20,112,23,198,239,17,17,361,3,1,1,13
"634",28,72,125,3,332,32,1,5,272,62,3,73,36,4,7,155,1,3,96,8,413,1,4,18,10
"635",726,15,7,3,6,2,3,16,3,3,6,24,13,6,10,10,6,4,3,74,4,2,47,27,16
"636",23,6,9,1,18,105,3,2,2,12,1,4,8,27,26,233,6,1,48,41,1,13,2,3,1
"637",41,36,20,4,76,6,17,56,48,56,4,5,37,5,82,2,13,14,5,1,1,81,27,6,2
"638",5,2,4,18,7,2,1,18,4,2,1,23,3,1,6,18,14,4,9,5,4,1,11,2,1
"639",5,0,16,41,72,81,65,12,33,2,7,17,3,2,10,5,46,198,79,137,6,9,38,35,59
"640",20,1,14,118,66,10,77,5,65,22,10,70,43,27,24,86,35,32,12,1,27,18,25,23,2
"641",1,8,22,3,10,6,10,16,7,150,25,35,23,10,3,40,28,14,124,12,9,25,28,239,6
"642",11,11,1,1,48,4,2,11,13,1,3,17,8,1,1,9,1,5,7,4,17,15,10,2,4
"643",1,1,6,6,11,35,20,1,22,18,5,23,7,9,29,2,12,2,28,5,146,23,14,20,1
"644",62,24,14,69,3,0,44,46,13,16,16,11,21,18,3,221,15,33,44,60,118,130,33,73,96
"645",3,4,5,6,6,2,2,1,3,5,24,9,8,2,7,2,5,3,11,3,6,6,2,1,3
"646",47,2,10,22,8,1,113,3,15,171,42,55,1,10,83,7,18,10,3,4,26,9,8,7,0
"647",1,4,104,60,2,212,3,11,25,48,2,12,25,7,21,120,16,2,122,108,130,1,4,26,2
"648",81,127,704,2,146,48,376,212,32,81,38,26,19,23,291,424,22,98,277,22,100,1,1,97,110
"649",34,187,10,335,68,12,77,254,91,21,194,69,25,213,41,50,25,142,1,65,27,50,279,24,22
"650",2,8,7,11,65,1,3,16,28,22,17,25,5,26,5,206,30,38,47,24,6,22,7,21,7
"651",10,7,79,2,9,3,4,6,9,1,10,4,130,1,6,2,13,3,4,5,13,11,11,4,8
"652",2,18,39,25,39,3,1,2,18,20,3,22,12,25,20,31,23,4,5,67,5,16,24,11,20
"653",2,1,1,1,1,1,1,4,18,3,4,3,0,7,1,4,3,3,1,2,2,4,1,2,4
"654",25,8,6,27,16,2,6,15,19,27,15,22,20,11,16,12,22,7,7,6,28,13,7,28,19
"655",14,2,49,4,6,9,29,3,20,38,5,3,7,29,147,3,49,17,1,1,15,4,16,25,13
"656",175,57,597,554,2,84,64,200,175,242,429,325,9,9,31,20,39,421,9,4,7,54,175,26,249
"657",132,8,22,5,68,19,464,11,199,2,7,3,246,8,51,4,35,15,3,3,1,4,6,14,1
"658",7,21,88,16,170,22,73,18,19,0,1,7,34,22,9,16,132,22,0,26,25,14,7,0,3
"659",137,74,30,36,3,14,3,26,37,44,4,27,11,11,1,9,16,3,9,9,26,4,83,91,167
"660",5,7,203,16,19,76,22,60,44,6,6,1,388,7,33,44,3,2,7,1,5,5,33,33,48
"661",1,19,39,2,177,28,21,36,12,4,13,16,4,40,19,9,259,14,17,57,191,8,54,374,6
"662",3,17,4,16,0,52,12,21,1,11,27,51,3,268,54,80,3,0,8,39,1,4,86,1,4
"663",4,6,40,25,30,2,13,11,31,3,11,15,1,9,3,10,26,2,11,21,1,4,17,29,107
"664",6,2,2,1,1,276,4,1,2,6,5,13,14,3,45,14,0,5,3,145,28,237,11,43,23
"665",29,1,2,26,2,135,2,5,31,18,2,27,1,16,2,3,7,12,170,37,1,96,25,5,8
"666",7,32,413,148,18,2,431,2,13,171,79,10,22,24,12,9,9,3,8,2,31,2,2,68,5
"667",79,2,4,83,3,1,6,11,23,14,4,3,13,27,5,2,107,5,5,2,9,3,63,4,9
"668",5,9,19,8,0,6,11,11,0,6,6,5,2,57,17,15,7,5,8,0,24,53,4,0,10
"669",123,28,482,201,179,18,131,2,3,292,4,283,191,87,77,65,14,4,59,3,210,8,0,2,28
"670",36,3,3,0,10,25,2,23,0,1,12,38,19,1,3,28,9,5,18,1,16,9,41,3,1
"671",49,47,16,6,119,45,104,55,21,9,6,9,78,22,28,18,24,9,7,3,27,19,3,63,14
"672",20,87,56,5,7,8,27,18,611,26,59,4,10,8,1,12,84,3,10,16,3,4,450,18,11
"673",1,9,18,18,17,43,15,7,8,65,20,6,18,50,16,4,24,7,30,57,15,18,3,3,18
"674",35,1,2,5,36,3,43,3,46,6,13,5,2,2,14,7,4,16,2,2,16,0,6,84,12
"675",0,8,31,53,3,2,71,27,11,6,48,2,4,5,3,9,9,5,39,17,4,30,6,33,29
"676",2,5,1,2,2,2,4,10,1,6,3,2,51,1,8,34,41,4,7,3,5,7,2,3,4
"677",27,5,4,15,3,14,2,4,6,7,8,43,11,9,1,20,2,6,69,5,3,2,18,10,23
"678",2,0,13,1,1,13,1,15,12,3,2,0,1,1,6,3,1,7,2,1,1,1,3,0,2
"679",109,15,4,363,85,90,35,36,33,34,31,18,76,27,184,25,51,129,6,40,1,46,41,73,18
"680",3,2,12,17,3,2,2,22,4,10,134,2,3,4,3,5,8,1,15,17,89,4,1,46,22
"681",3,16,1,13,17,1,1,4,18,10,31,74,15,5,23,4,4,0,27,5,66,71,9,119,1
"682",1,321,102,186,2,4,8,8,5,9,2,2,8,2,6,11,1,27,2,8,109,3,6,6,27
"683",56,10,33,18,17,11,34,24,13,0,45,3,24,13,44,2,50,2,9,9,4,2,5,32,40
"684",121,200,4,63,12,5,2,338,92,88,17,11,190,2,18,187,0,1,150,31,3,2,6,42,37
"685",44,28,3,46,13,64,11,20,53,35,7,42,120,67,4,33,5,15,13,3,10,27,29,105,24
"686",16,47,2,42,7,15,4,18,87,5,3,56,34,17,32,6,81,0,16,8,17,25,33,0,39
"687",1,93,2,44,15,45,4,2,15,1,0,25,338,16,9,6,0,1,24,28,12,221,1,1,4
"688",5,8,178,19,8,44,34,12,8,159,220,4,67,36,179,22,120,232,59,103,52,12,7,2,12
"689",278,122,51,48,25,1,328,1,14,59,85,68,47,17,21,59,104,117,28,10,83,76,11,30,3
"690",6,13,9,10,36,3,31,24,1,42,10,5,11,110,11,5,76,25,1,13,2,5,24,5,6
"691",1,63,0,8,83,223,174,22,10,79,5,1,267,32,182,36,9,573,16,299,1,8,1,11,3
"692",47,22,4,36,4,12,37,4,37,17,6,3,49,32,7,1,48,16,4,6,6,11,6,11,3
"693",22,26,94,18,1,3,2,10,72,65,203,3,0,2,2,8,37,3,3,2,0,1,23,29,2
"694",9,6,33,4,12,3,9,13,6,9,3,27,211,151,463,3,41,90,26,28,14,87,2,2,20
"695",138,37,15,6,60,5,46,2,0,9,2,93,5,39,27,1,26,42,236,2,295,60,3,1,3
"696",11,22,58,6,1,42,6,7,6,0,7,12,5,1,19,13,25,36,1,1,196,1,93,93,41
"697",2,21,2,19,1,1,13,2,1,52,270,1,1,610,4,3,34,6,3,1,30,2,22,3,10
"698",2,12,1,31,1,1,16,7,20,1,18,2,3,0,79,3,39,56,12,37,24,27,4,33,1
"699",1,6,2,1,16,2,3,6,8,1,3,2,1,0,61,24,8,5,2,1,0,1,1,3,2
"700",1,13,3,36,2,2,0,1,1,2,40,2,0,1,1,4,1,1,0,20,1,0,0,1,23
"701",42,220,24,34,23,12,101,2,13,19,12,91,3,21,78,68,3,172,161,3,18,1,48,96,47
"702",6,30,36,51,1,8,24,68,92,31,77,18,3,83,9,66,4,618,59,2,1,25,22,8,3
"703",0,35,31,1,17,258,4,4,250,9,362,5,9,29,82,1,5,1,375,13,1,58,4,72,10
"704",1,4,8,2,6,5,240,0,3,13,1,2,9,2,3,4,5,5,12,0,1,1,8,2,1
"705",12,24,9,10,43,10,9,26,17,18,9,10,1,3,26,1,15,3,2,96,4,16,9,4,102
"706",84,332,18,2,55,264,120,355,6,5,137,181,7,178,140,84,13,14,193,3,1,38,19,4,529
"707",4,1,5,6,8,22,1,4,8,289,3,144,21,8,28,3,1,275,1,195,15,2,4,152,22
"708",29,1,11,12,14,4,1,1,3,11,2,14,9,33,3,1,3,8,14,4,4,7,11,6,0
"709",61,26,21,7,91,59,7,199,57,34,31,6,53,6,28,13,11,3,51,11,7,24,98,45,60
"710",131,79,42,107,146,368,19,179,152,84,38,6,27,126,70,70,4,64,129,111,45,30,267,21,71
"711",21,4,8,1,0,10,1,35,3,77,19,2,7,5,28,1,37,4,42,6,6,9,8,36,6
"712",0,3,3,1,1,0,78,2,2,4,0,2,6,1,10,9,8,59,1,1,4,10,1,2,1
"713",4,60,136,10,27,3,26,39,70,107,29,293,26,4,58,5,16,7,15,14,30,128,13,147,7
"714",5,11,1,48,3,69,8,10,5,15,17,7,18,2,1,26,57,19,61,22,12,71,30,56,3
"715",11,1,0,1,1,4,13,2,4,4,1,1,1,3,1,1,6,4,3,6,26,4,1,1,10
"716",16,3,22,91,17,12,68,110,4,6,17,1049,23,5,12,5,62,7,8,4,145,61,7,23,8
"717",9,6,0,5,53,1,9,1,3,34,24,14,0,5,15,10,5,25,26,33,1,45,34,26,1
"718",2,16,7,23,31,376,7,24,138,43,12,5,23,27,47,1,76,184,13,59,150,6,28,12,181
"719",360,67,9,375,22,2,201,791,64,84,173,130,274,50,20,201,47,326,142,167,168,287,502,890,125
"720",1,5,17,116,1,31,3,7,3,11,19,1,3,6,2,1,1,19,1,1,14,3,19,1,20
"721",2,15,1,11,2,4,5,51,7,10,43,5,2,13,40,40,12,4,8,2,32,39,3,19,22
"722",9,42,20,2,17,30,5,24,70,13,1,39,11,13,45,3,8,1,13,84,12,464,21,5,31
"723",0,16,22,0,4,7,7,25,4,46,6,2,5,63,31,57,9,10,6,18,28,19,28,12,9
"724",101,15,66,378,1,36,1,1,25,40,16,13,1,0,128,85,127,77,94,50,417,30,110,6,169
"725",0,9,29,20,40,7,1,2,26,25,36,29,3,12,5,8,2,9,4,13,2,3,3,18,8
"726",104,15,401,2,1,2,11,81,6,4,21,20,31,71,3,82,6,57,1,24,33,78,119,32,103
"727",1,30,4,8,1,3,3,32,1,34,4,26,1,10,23,101,13,8,3,36,11,1,13,13,40
"728",11,1,1,56,148,64,146,6,22,3,69,1,63,12,10,58,7,20,7,1,1,12,1,69,2
"729",6,7,9,10,9,3,7,4,1,11,5,6,21,7,2,3,84,6,13,4,0,73,7,9,17
"730",3,11,41,11,4,180,31,8,21,217,10,581,1,17,106,1539,17,22,37,4,137,143,17,14,2
"731",8,401,99,44,22,1,13,524,142,0,20,45,343,18,1,38,34,36,26,39,147,18,15,61,110
"732",77,8,45,89,21,66,66,85,126,182,34,60,28,141,54,377,151,223,18,49,19,301,65,462,131
"733",1,5,1,3,2,1,1,4,3,3,6,1,3,7,16,2,2,0,1,12,4,9,39,1,1
"734",10,1,200,70,123,3,3,2,11,100,82,2,1,1,46,249,446,18,312,5,144,3,1487,1,686
"735",6,50,6,0,1,22,4,19,5,6,11,2,11,10,4,9,12,36,4,1,4,5,11,1,1
"736",13,17,4,156,4,113,7,69,114,44,67,28,8,72,51,2,219,95,6,6,29,122,16,278,40
"737",23,4,6,30,8,18,45,16,4,32,54,18,11,55,7,20,46,5,1,22,17,31,5,14,7
"738",54,1,2,14,406,4,4,3,13,13,76,98,667,8,1,97,146,6,88,32,22,75,57,6,451
"739",19,0,6,2,5,40,194,15,12,35,7,651,22,19,42,28,8,39,12,3,24,40,8,13,191
"740",6,2,5,6,315,4,15,8,1,10,10,6,7,4,11,236,5,1,2,4,15,29,2,6,17
"741",7,236,3,21,31,9,1,12,138,4,5,49,100,12,17,4,15,10,15,129,22,14,124,1,1
"742",235,7,57,52,119,9,104,5,39,111,51,112,124,183,101,201,10,16,35,74,133,42,110,10,64
"743",13,2,5,5,5,2,5,10,7,2,2,1,2,7,2,11,3,2,3,7,11,2,9,7,13
"744",89,8,5,0,16,1,19,14,10,2,3,2,22,55,29,32,203,2,12,1,1,9,17,92,4
"745",427,26,6,27,125,31,2,93,1,188,3,11,12,16,1,2,2,4,15,46,34,26,151,0,7
"746",6,2,1,11,5,5,51,21,239,1,6,2,12,0,4,18,1,3,1,3,61,3,0,0,20
"747",2,1,1,68,1,9,1,2,2,0,1,1,1,2,8,4,7,2,2,11,12,84,8,2,20
"748",18,24,2,34,387,60,30,6,14,1,14,205,35,51,92,140,110,1,103,162,4,1,131,25,2
"749",11,24,16,21,18,62,2,13,292,24,11,96,9,22,2,26,2,16,213,4,24,13,42,27,22
"750",16,3,10,2,4,14,3,2,35,2,3,1,4,3,7,1,5,4,1,11,11,1,3,3,1
"751",63,295,277,105,30,0,4,20,13,49,13,110,111,52,15,1,51,13,41,25,14,42,72,4,10
"752",29,4,4,2,19,1,1,5,3,7,61,5,4,6,6,19,2,30,10,9,24,4,3,4,3
"753",1,2,2,29,28,2,2,1,1,1,35,5,0,2,3,0,1,25,0,3,9,4,4,9,14
