,0,perf,type
645,94.11764705882352,ppv,Synthpop
646,95.34883720930233,npv,Synthpop
647,0.9939781198567142,auc,Synthpop
648,0.9804878048780488,acc,Original
649,98.49624060150376,sens,Original
650,97.22222222222221,spec,Original
651,98.49624060150376,ppv,Original
652,97.22222222222221,npv,Original
653,0.9954752873673874,auc,Original
654,0.9512195121951219,acc,Synthpop
655,98.30508474576271,sens,Synthpop
656,90.80459770114942,spec,Synthpop
657,93.54838709677419,ppv,Synthpop
658,97.53086419753086,npv,Synthpop
659,0.9934873949579831,auc,Synthpop
660,0.9609756097560975,acc,Original
661,98.44961240310077,sens,Original
662,92.10526315789474,spec,Original
663,95.48872180451127,ppv,Original
664,97.22222222222221,npv,Original
665,0.9951864759227526,auc,Original
666,0.9658536585365853,acc,Synthpop
667,99.19354838709677,sens,Synthpop
668,92.5925925925926,spec,Synthpop
669,95.34883720930233,ppv,Synthpop
670,98.68421052631578,npv,Synthpop
671,0.9976426214049976,auc,Synthpop
672,0.975609756097561,acc,Original
673,97.05882352941177,sens,Original
674,98.55072463768117,spec,Original
675,99.24812030075188,ppv,Original
676,94.44444444444444,npv,Original
677,0.9897568207636175,auc,Original
678,0.9609756097560975,acc,Synthpop
679,100.0,sens,Synthpop
680,90.0,spec,Synthpop
681,93.98496240601504,ppv,Synthpop
682,100.0,npv,Synthpop
683,0.9938809065600419,auc,Synthpop
684,0.9658536585365853,acc,Original
685,97.72727272727273,sens,Original
686,94.52054794520548,spec,Original
687,96.99248120300751,ppv,Original
688,95.83333333333334,npv,Original
689,0.9918170090686793,auc,Original
690,0.9512195121951219,acc,Synthpop
691,98.26086956521739,sens,Synthpop
692,91.11111111111111,spec,Synthpop
693,93.38842975206612,ppv,Synthpop
694,97.61904761904762,npv,Synthpop
695,0.994146754722067,auc,Synthpop
696,0.9707317073170731,acc,Original
697,97.03703703703704,sens,Original
698,97.14285714285714,spec,Original
699,98.49624060150376,ppv,Original
700,94.44444444444444,npv,Original
701,0.9946088530334828,auc,Original
702,0.9804878048780488,acc,Synthpop
703,99.23076923076923,sens,Synthpop
704,96.0,spec,Synthpop
705,97.72727272727273,ppv,Synthpop
706,98.63013698630137,npv,Synthpop
707,0.9840823970037453,auc,Synthpop
708,0.975609756097561,acc,Original
709,100.0,sens,Original
710,93.5064935064935,spec,Original
711,96.2406015037594,ppv,Original
712,100.0,npv,Original
713,0.9942045170109941,auc,Original
714,0.9560975609756097,acc,Synthpop
715,96.63865546218487,sens,Synthpop
716,94.18604651162791,spec,Synthpop
717,95.83333333333334,ppv,Synthpop
718,95.29411764705881,npv,Synthpop
719,0.998522937905468,auc,Synthpop
720,0.9609756097560975,acc,Original
721,95.62043795620438,sens,Original
722,97.05882352941177,spec,Original
723,98.49624060150376,ppv,Original
724,91.66666666666666,npv,Original
725,0.9938964514700502,auc,Original
726,0.9512195121951219,acc,Synthpop
727,98.4,sens,Synthpop
728,90.0,spec,Synthpop
729,93.89312977099237,ppv,Synthpop
730,97.2972972972973,npv,Synthpop
731,0.9987799613341592,auc,Synthpop
732,0.9609756097560975,acc,Original
733,96.99248120300751,sens,Original
734,94.44444444444444,spec,Original
735,96.99248120300751,ppv,Original
736,94.44444444444444,npv,Original
737,0.9927797138841289,auc,Original
738,0.9707317073170731,acc,Synthpop
739,96.2406015037594,sens,Synthpop
740,98.61111111111111,spec,Synthpop
741,99.2248062015504,ppv,Synthpop
742,93.42105263157895,npv,Synthpop
743,0.9827817067421029,auc,Synthpop
744,0.9560975609756097,acc,Original
745,98.4375,sens,Original
746,90.9090909090909,spec,Original
747,94.73684210526315,ppv,Original
748,97.22222222222221,npv,Original
749,0.9954945414636965,auc,Original
750,0.9463414634146341,acc,Synthpop
751,97.6923076923077,sens,Synthpop
752,89.33333333333333,spec,Synthpop
753,94.07407407407408,ppv,Synthpop
754,95.71428571428572,npv,Synthpop
755,0.9955168629201778,auc,Synthpop
756,0.9658536585365853,acc,Original
757,97.72727272727273,sens,Original
758,94.52054794520548,spec,Original
759,96.99248120300751,ppv,Original
760,95.83333333333334,npv,Original
761,0.9953020005006065,auc,Original
762,0.9658536585365853,acc,Synthpop
763,96.09375,sens,Synthpop
